class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0, 1, 5, 9, 5, 6, 5, 9, 3, 15, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 1, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 11, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 9, 5, 6, 5, 9, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 11, 11, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 3, 0, 0, 9, 10, 14, 19, 11, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 6, 5, 9, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 2, 0, 5, 6, 5, 6, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 1, 5, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 16, 'p'
8, 1, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 15, 5, 6, 5, 6, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 0, 0, 9, 10, 14, 19, 16, 'p'
8, 5, 11, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 2, 9, 5, 6, 5, 6, 3, 18, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 9, 5, 6, 5, 9, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 16, 'g'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'p'
8, 5, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 3, 0, 0, 9, 10, 14, 19, 16, 'g'
8, 5, 11, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 5, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 9, 5, 6, 5, 9, 3, 18, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 3, 11, 'd'
8, 1, 5, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 16, 'g'
8, 1, 5, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 13, 3, 0, 9, 10, 14, 19, 11, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 11, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 11, 'd'
0, 5, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 0, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 2, 15, 5, 6, 5, 6, 3, 15, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 5, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 2, 0, 5, 6, 5, 9, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
0, 5, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 0, 5, 6, 5, 6, 3, 18, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 5, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 2, 9, 5, 6, 5, 9, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 11, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 2, 15, 5, 6, 5, 9, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 2, 0, 5, 6, 5, 6, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 0, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 2, 0, 5, 6, 5, 6, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 5, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 1, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 0, 5, 6, 5, 6, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 11, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 11, 'd'
0, 1, 2, 15, 5, 6, 5, 9, 3, 0, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
0, 5, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 16, 'd'
0, 1, 5, 15, 5, 6, 5, 9, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 3, 0, 9, 10, 14, 19, 16, 'g'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'p'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 11, 'd'
0, 5, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 0, 0, 9, 10, 14, 19, 11, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 5, 11, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'p'
8, 5, 5, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 13, 13, 0, 9, 10, 14, 19, 16, 'g'
8, 5, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 6, 5, 6, 3, 3, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 1, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 0, 5, 6, 5, 6, 3, 15, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 5, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 11, 'g'
8, 5, 11, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 0, 13, 0, 9, 10, 14, 19, 11, 'g'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 13, 0, 9, 10, 14, 19, 16, 'g'
8, 5, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 11, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 3, 0, 9, 10, 14, 19, 16, 'd'
0, 1, 2, 15, 5, 6, 5, 6, 3, 15, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 3, 0, 9, 10, 14, 19, 16, 'g'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 13, 0, 9, 10, 14, 19, 16, 'p'
0, 5, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 13, 0, 9, 10, 14, 19, 11, 'p'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 13, 3, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 11, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 11, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 0, 5, 6, 5, 9, 3, 18, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'g'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 16, 'p'
8, 5, 5, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 1, 5, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 0, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 5, 0, 5, 6, 5, 6, 3, 15, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 11, 'p'
8, 1, 5, 8, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 2, 15, 5, 6, 5, 9, 3, 18, 8, 13, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'g'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 15, 0, 9, 10, 0, 7, 16, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 5, 15, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 9, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 15, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 15, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 9, 15, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 11, 'd'
0, 1, 11, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'g'
8, 5, 5, 15, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 0, 0, 0, 9, 10, 0, 7, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 11, 'g'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 13, 0, 9, 10, 14, 19, 16, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 3, 0, 9, 10, 14, 19, 11, 'p'
8, 5, 11, 8, 4, 3, 5, 6, 13, 18, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 5, 11, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 9, 0, 0, 9, 10, 0, 7, 16, 'd'
0, 1, 11, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 11, 'd'
0, 1, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 13, 0, 9, 10, 14, 19, 16, 'p'
