age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
28,35,424884,58,6,44,35,4,5,6,0,0,30,7,<=50K
45,12,114459,13,9,9,34,11,5,6,0,0,50,7,>50K
19,35,46400,27,10,2,35,4,5,20,0,0,24,7,<=50K
42,12,223934,31,12,14,10,42,5,20,0,0,40,7,<=50K
34,12,84119,13,9,2,34,30,5,6,0,0,40,7,<=50K
31,12,159123,1,13,9,18,11,5,6,0,0,60,7,>50K
23,12,195532,1,13,2,10,30,5,20,0,0,40,7,<=50K
50,12,191299,13,9,9,34,11,5,6,0,0,50,7,<=50K
40,12,198316,58,6,9,10,11,5,6,0,0,40,7,>50K
57,12,162301,13,9,14,3,4,5,20,0,0,45,7,<=50K
35,12,143152,27,10,9,3,19,5,20,3908,0,27,7,<=50K
24,12,92609,1,13,2,10,30,5,6,0,0,45,7,<=50K
27,12,247819,27,10,2,3,4,5,20,0,0,15,7,<=50K
27,47,229223,27,10,2,49,30,5,20,0,0,40,7,>50K
45,55,142719,13,9,9,32,11,5,6,0,0,40,7,<=50K
80,12,86111,43,16,9,18,11,5,6,0,0,30,7,<=50K
23,0,35633,27,10,2,25,4,5,6,0,0,50,7,<=50K
46,12,164749,27,10,9,10,11,5,6,0,0,40,7,>50K
38,12,607848,1,13,9,32,11,5,6,0,0,40,7,>50K
50,12,173630,13,9,14,32,4,5,6,0,0,60,7,<=50K
90,12,311184,1,13,9,32,11,5,6,0,0,20,35,<=50K
55,12,49737,27,10,9,32,11,5,6,0,0,50,7,<=50K
72,12,183616,13,9,9,10,19,5,20,0,0,50,59,<=50K
65,12,129426,27,10,63,3,4,5,20,0,0,40,7,<=50K
37,12,454915,58,6,14,34,4,5,6,0,0,40,7,<=50K
39,0,55568,13,9,9,3,19,5,20,0,0,40,7,<=50K
38,12,29874,33,11,9,34,11,5,6,0,0,40,7,<=50K
46,12,393715,27,10,9,10,11,5,6,15024,0,50,7,>50K
50,12,143953,13,9,9,32,11,5,6,0,0,65,7,>50K
54,12,90363,31,12,9,10,11,5,6,0,0,40,7,>50K
40,12,53727,22,14,2,32,4,5,6,0,0,50,7,>50K
30,12,130021,36,4,9,34,11,5,6,2829,0,40,7,<=50K
50,12,173630,13,9,9,40,11,5,6,0,0,35,7,<=50K
28,12,410351,27,10,2,34,4,5,6,0,0,30,7,<=50K
34,12,399386,33,11,9,34,11,5,6,0,0,53,7,<=50K
55,12,157932,13,9,14,15,4,5,6,0,0,40,7,<=50K
20,12,133061,13,9,2,15,30,5,6,0,0,40,7,<=50K
19,35,46400,27,10,2,35,4,5,20,0,0,32,7,<=50K
21,12,107895,27,10,2,3,4,5,6,0,0,35,7,<=50K
39,12,63021,27,10,14,25,4,5,20,0,0,20,7,<=50K
43,12,186144,13,9,9,34,11,5,6,0,0,40,7,>50K
33,47,27959,13,9,2,25,42,38,6,0,0,40,7,<=50K
26,12,179569,27,10,2,3,4,5,20,0,0,40,7,<=50K
45,0,101299,43,16,9,18,11,5,6,0,0,40,7,>50K
31,0,113129,27,10,2,25,30,5,20,0,0,65,7,<=50K
32,12,316470,56,3,9,34,11,5,6,0,0,60,39,<=50K
60,8,89884,13,9,9,32,11,5,6,0,0,50,7,<=50K
41,12,32121,13,9,9,41,11,5,6,0,0,40,7,>50K
21,12,315303,27,10,2,25,30,17,6,0,0,20,7,<=50K
27,12,254500,27,10,14,3,42,17,20,0,0,36,7,<=50K
33,12,419895,56,3,14,15,42,5,6,0,0,40,39,<=50K
43,12,159549,13,9,9,34,11,5,6,0,0,40,7,<=50K
27,12,160786,16,7,9,34,11,5,6,0,1902,40,7,>50K
18,8,258474,58,6,2,40,30,5,6,0,0,40,7,<=50K
48,8,370119,27,10,9,10,11,5,6,0,0,40,7,>50K
37,12,50837,36,4,14,10,4,5,6,0,0,50,7,<=50K
58,12,137506,13,9,9,41,11,5,6,0,0,40,7,<=50K
57,12,548256,77,8,9,37,11,17,6,7688,0,40,7,>50K
42,47,175642,1,13,2,3,4,5,20,99999,0,40,7,>50K
24,12,183594,13,9,2,3,57,5,6,0,0,40,7,<=50K
26,12,341353,1,13,2,25,57,5,6,0,0,15,7,<=50K
43,55,247981,13,9,14,34,42,5,6,5455,0,50,7,<=50K
34,12,193565,16,7,9,34,11,5,6,0,0,40,7,<=50K
38,12,39606,1,13,9,10,19,5,20,0,0,40,7,<=50K
51,8,127149,16,7,9,40,11,5,6,0,0,45,7,>50K
31,35,233371,13,9,9,35,19,17,20,0,0,45,7,<=50K
49,8,182752,43,16,9,18,19,5,20,0,0,35,7,>50K
26,12,269060,1,13,2,3,30,5,20,0,0,40,7,<=50K
28,12,179949,13,9,14,37,42,17,20,0,0,20,7,<=50K
22,45,32950,27,10,9,32,11,5,6,0,1902,37,7,<=50K
26,12,160445,13,9,14,34,4,5,6,0,0,40,7,<=50K
45,12,223999,23,5,9,25,11,5,6,0,1848,40,7,>50K
39,12,81487,27,10,14,10,42,5,20,0,625,40,7,<=50K
23,12,314539,13,9,9,32,11,5,6,0,0,40,7,<=50K
62,35,337721,13,9,9,35,11,5,6,0,0,8,7,<=50K
42,47,100793,1,13,9,18,11,5,6,0,0,60,7,>50K
39,45,255407,13,9,9,34,11,5,6,0,0,40,7,<=50K
43,45,92775,33,11,14,34,4,5,6,0,0,40,7,<=50K
33,8,33308,27,10,2,40,4,5,6,0,0,70,7,<=50K
68,0,493363,1,13,9,10,11,5,6,0,0,20,7,<=50K
30,35,159589,22,14,9,35,11,5,6,0,0,46,7,>50K
32,12,107218,1,13,2,3,4,28,6,0,0,40,7,<=50K
25,12,123586,27,10,2,3,42,52,6,0,0,40,7,<=50K
53,12,158352,56,3,9,25,57,5,20,0,0,24,66,<=50K
38,12,76317,33,11,9,10,11,5,6,0,0,55,7,>50K
62,35,176753,13,9,9,35,11,5,6,0,0,40,7,<=50K
20,12,122346,13,9,2,41,30,5,6,0,0,40,7,<=50K
26,12,463194,13,9,9,34,11,5,6,0,0,40,7,<=50K
23,12,162228,13,9,2,37,30,5,6,0,0,40,7,<=50K
43,0,115005,13,9,14,46,4,5,20,0,0,40,7,<=50K
29,0,183285,27,10,2,49,4,5,6,0,0,36,7,<=50K
34,12,169605,58,6,44,25,42,5,20,0,0,36,7,<=50K
24,12,450695,27,10,2,32,30,5,6,0,0,35,7,<=50K
44,47,124692,22,14,9,18,11,5,6,0,0,35,7,>50K
19,12,63918,27,10,2,3,4,5,6,0,0,40,7,<=50K
47,12,102569,1,13,9,3,11,5,6,0,0,40,7,>50K
40,12,289309,27,10,14,25,4,5,20,0,0,48,7,<=50K
45,12,101825,13,9,63,32,42,5,20,0,0,45,7,<=50K
43,12,206833,13,9,44,15,42,17,20,0,0,45,7,<=50K
22,35,77873,23,5,2,35,4,5,6,0,0,30,7,<=50K
50,12,145333,43,16,14,18,57,5,6,10520,0,50,7,>50K
72,35,194548,27,10,24,35,4,5,6,0,0,3,7,<=50K
29,12,206351,1,13,2,18,4,5,6,0,0,40,7,<=50K
47,12,198200,1,13,2,10,4,5,6,0,0,50,7,<=50K
24,12,140001,13,9,2,32,30,5,6,0,0,35,80,<=50K
22,35,287988,27,10,2,35,4,5,6,0,0,15,7,<=50K
21,12,143604,13,9,2,3,30,5,20,0,0,40,7,<=50K
30,8,146161,13,9,9,10,11,5,6,0,1887,50,7,>50K
37,12,196529,27,10,63,25,4,5,20,2354,0,40,35,<=50K
74,8,192413,53,15,14,18,57,5,6,0,0,40,7,<=50K
70,8,139889,27,10,9,40,11,5,6,2653,0,70,7,<=50K
27,12,104917,33,11,9,34,11,5,6,0,0,40,7,<=50K
32,47,161478,1,13,14,3,42,28,20,0,0,46,7,<=50K
30,12,35644,16,7,9,15,11,5,6,0,0,50,7,<=50K
29,47,116751,33,11,14,49,42,5,6,0,0,56,7,<=50K
18,12,238867,16,7,2,15,30,5,6,0,1602,40,7,<=50K
31,12,265706,13,9,9,34,11,5,6,7298,0,40,7,>50K
39,0,179668,27,10,9,49,11,5,6,0,0,70,7,<=50K
21,12,57951,27,10,2,25,30,5,20,0,0,30,7,<=50K
31,12,176711,13,9,9,37,11,5,6,0,0,38,7,<=50K
33,47,368675,27,10,9,49,11,5,6,0,0,40,7,<=50K
39,12,216149,53,15,14,18,4,5,6,0,0,70,7,>50K
29,12,173851,13,9,9,34,11,5,6,0,0,40,7,<=50K
34,12,90705,27,10,9,46,11,5,6,0,1485,40,7,<=50K
52,0,216342,1,13,63,10,42,5,20,0,0,55,7,<=50K
35,12,140752,13,9,2,32,4,5,6,0,0,25,7,<=50K
33,12,116508,58,6,9,34,11,5,6,0,0,40,7,<=50K
40,35,224361,23,5,14,35,42,5,20,0,0,5,21,<=50K
43,12,180303,1,13,9,10,11,28,6,0,0,50,7,>50K
66,35,196736,65,2,2,35,4,17,6,0,0,30,7,<=50K
51,47,110327,1,13,9,10,11,5,6,0,0,40,7,>50K
36,12,185607,13,9,2,25,42,5,20,0,0,30,7,<=50K
17,47,244856,16,7,2,18,30,5,20,0,0,40,7,<=50K
32,12,198068,13,9,9,34,11,5,6,0,0,40,7,<=50K
39,12,97136,13,9,2,41,42,17,20,0,0,40,7,<=50K
19,55,164658,27,10,2,40,30,5,6,0,0,60,7,<=50K
54,12,235693,16,7,14,3,4,5,6,0,0,40,7,>50K
45,12,197038,1,13,14,18,4,5,6,0,0,50,7,>50K
47,47,97419,1,13,14,18,4,17,20,0,0,40,7,<=50K
49,8,208872,13,9,9,40,11,5,6,0,1672,98,7,<=50K
32,12,205528,13,9,14,3,42,5,20,0,0,40,7,<=50K
28,55,146042,13,9,9,34,11,5,6,0,0,50,7,<=50K
39,55,222641,1,13,9,32,11,5,6,0,0,40,7,<=50K
27,55,376936,13,9,2,32,4,5,6,0,0,50,7,<=50K
42,47,138077,22,14,9,18,19,5,20,0,0,38,7,>50K
24,12,155913,1,13,9,18,11,5,6,0,0,44,7,<=50K
45,12,36006,1,13,9,34,11,5,6,0,0,45,7,>50K
19,12,214678,13,9,2,25,30,5,6,0,0,30,7,<=50K
46,12,369538,58,6,9,37,11,5,6,0,0,40,7,>50K
50,12,166565,13,9,9,37,11,5,6,0,0,40,7,<=50K
32,12,257043,13,9,2,3,4,5,20,0,0,42,7,<=50K
47,55,181130,53,15,9,18,11,5,6,99999,0,50,7,>50K
69,35,254834,1,13,9,35,11,5,6,10605,0,10,7,>50K
43,8,38876,13,9,9,40,11,5,6,0,0,50,7,<=50K
29,12,187073,1,13,2,34,4,5,6,0,0,40,7,<=50K
43,45,156996,53,15,9,18,11,28,6,0,2415,55,35,>50K
90,12,313749,1,13,2,18,30,5,20,0,0,10,7,<=50K
41,12,331651,53,15,9,10,19,5,20,0,0,50,85,>50K
24,12,243368,68,1,2,40,4,5,6,0,0,36,39,<=50K
24,12,32921,27,10,2,40,30,5,6,0,0,50,7,<=50K
24,12,117167,27,10,2,25,4,5,20,0,0,53,7,<=50K
35,12,401930,13,9,9,3,19,5,20,0,1887,42,7,>50K
30,12,114691,1,13,2,3,57,5,6,0,0,40,7,<=50K
46,12,99385,1,13,44,10,42,5,20,0,0,40,7,<=50K
19,47,210308,27,10,2,3,30,5,20,0,1721,30,7,<=50K
39,12,252327,23,5,44,34,30,5,6,0,0,35,39,<=50K
43,12,90582,13,9,9,37,11,5,6,0,0,40,7,<=50K
35,12,190194,13,9,2,3,4,5,20,0,0,40,7,<=50K
65,12,264188,13,9,63,32,4,5,20,0,0,24,7,<=50K
34,12,243776,13,9,14,34,42,5,6,0,0,40,7,<=50K
41,12,67065,33,11,9,32,11,5,6,0,0,40,7,<=50K
24,8,204209,27,10,2,40,30,5,6,0,0,60,7,<=50K
24,12,226668,13,9,2,25,4,38,6,0,0,35,7,<=50K
34,55,174215,22,14,2,10,4,5,20,4787,0,45,81,>50K
33,12,315143,13,9,9,32,11,5,6,0,0,40,21,>50K
37,12,118681,13,9,2,41,4,5,6,0,0,38,50,<=50K
39,8,208109,13,9,9,37,11,5,6,0,0,60,7,>50K
58,12,116901,13,9,14,25,42,5,20,0,0,25,7,<=50K
36,8,405644,13,9,9,34,11,5,6,0,0,35,39,<=50K
33,45,293550,27,10,9,46,19,5,20,4064,0,40,7,<=50K
42,47,328581,22,14,9,18,11,5,6,0,0,55,7,<=50K
31,12,217962,27,10,2,49,57,17,6,0,0,40,35,<=50K
57,12,158827,13,9,44,34,42,5,6,0,0,40,7,<=50K
67,45,65475,13,9,9,46,11,5,6,0,0,40,7,>50K
23,12,159709,13,9,14,34,4,5,6,0,0,40,7,<=50K
35,12,140474,27,10,9,18,11,38,6,0,0,40,7,<=50K
43,12,144778,1,13,9,18,11,5,6,0,0,55,66,>50K
39,8,83242,27,10,9,40,11,5,6,0,0,60,7,<=50K
36,12,143385,13,9,2,34,4,5,6,0,0,40,7,<=50K
29,47,167544,31,12,14,25,42,5,20,0,0,13,7,<=50K
25,12,122175,13,9,2,15,30,5,6,0,0,40,7,<=50K
54,12,378747,58,6,44,37,42,17,6,0,0,45,7,>50K
24,12,230475,13,9,9,34,11,5,6,0,0,44,7,<=50K
50,55,120781,1,13,9,32,11,28,6,0,0,60,48,>50K
70,12,206232,58,6,9,41,11,5,6,0,0,50,7,<=50K
61,12,298400,1,13,14,32,4,17,6,4787,0,48,7,>50K
51,45,163671,1,13,9,10,11,5,6,0,1902,40,7,<=50K
38,8,140583,22,14,9,40,11,5,6,0,0,70,7,<=50K
51,12,137253,13,9,14,18,42,5,20,0,0,40,7,>50K
28,12,246974,13,9,2,25,4,5,6,0,0,40,7,<=50K
66,8,182470,53,15,9,18,11,5,6,0,0,25,7,>50K
57,55,107617,13,9,44,40,4,5,6,0,0,60,7,>50K
44,55,116358,1,13,9,32,11,28,6,0,0,50,35,>50K
29,12,250819,27,10,2,3,4,5,20,0,0,40,7,<=50K
21,12,196508,27,10,2,32,30,17,20,0,0,40,7,<=50K
42,12,367533,58,6,9,34,30,52,6,0,0,43,7,>50K
74,12,188709,53,15,9,18,11,5,6,99999,0,50,7,>50K
50,12,271160,27,10,14,32,4,5,20,0,0,40,7,<=50K
65,12,173674,13,9,14,25,57,5,20,0,0,14,7,<=50K
64,35,257790,13,9,14,35,42,5,20,0,0,38,7,<=50K
44,12,322391,16,7,44,25,42,17,20,0,0,30,7,<=50K
34,12,209691,33,11,9,18,11,5,6,4386,0,50,7,>50K
17,12,104232,58,6,2,25,30,5,6,0,0,10,7,<=50K
17,35,86786,58,6,2,35,30,5,20,0,0,40,7,<=50K
43,12,88233,27,10,9,37,11,5,6,0,0,60,7,<=50K
32,12,240888,31,12,14,3,42,5,20,0,0,40,7,<=50K
54,12,169719,1,13,9,32,11,5,6,3103,0,40,7,>50K
20,12,129240,27,10,2,3,30,5,20,0,0,20,7,<=50K
23,12,160968,27,10,2,18,30,5,6,0,0,10,7,<=50K
34,12,236861,13,9,9,25,11,5,6,0,0,45,7,<=50K
30,12,109282,27,10,2,32,30,5,6,0,0,20,7,<=50K
32,12,215047,36,4,9,41,11,5,6,0,0,40,7,<=50K
40,12,115932,1,13,9,18,11,5,6,0,0,60,96,>50K
28,12,55360,27,10,2,34,4,17,6,0,0,40,7,<=50K
44,12,224658,13,9,9,34,11,5,6,0,0,45,7,>50K
29,47,376302,33,11,9,46,19,5,20,0,0,35,93,>50K
28,12,183597,43,16,2,18,4,5,6,594,0,50,61,<=50K
37,12,115289,27,10,9,10,11,5,6,0,0,40,7,<=50K
56,55,258883,27,10,9,34,11,5,6,0,0,40,7,<=50K
27,12,69132,1,13,2,18,4,5,6,0,0,40,7,<=50K
34,12,207301,13,9,14,41,42,5,20,0,0,20,7,<=50K
37,12,179671,13,9,14,34,4,5,6,0,0,40,7,<=50K
66,8,140456,1,13,9,32,11,5,6,0,0,40,7,>50K
19,12,327397,13,9,2,18,30,5,6,0,0,30,7,<=50K
60,12,200235,33,11,14,18,42,5,20,0,0,40,7,<=50K
54,8,108435,27,10,9,37,11,5,6,2829,0,30,7,<=50K
47,12,195978,13,9,9,34,11,5,6,0,0,40,7,>50K
47,12,329144,27,10,14,18,4,5,6,0,0,48,7,>50K
48,55,250674,33,11,9,34,11,5,6,0,0,60,7,<=50K
57,35,176897,13,9,9,35,11,5,6,0,0,60,7,<=50K
50,55,132716,27,10,9,10,11,5,6,0,0,50,61,>50K
62,12,174201,23,5,63,25,42,17,20,0,0,25,7,<=50K
45,12,167617,27,10,9,25,11,5,6,0,0,40,7,<=50K
55,47,254949,13,9,9,15,11,5,6,0,0,40,7,<=50K
62,12,319582,13,9,63,32,4,5,20,0,0,32,7,<=50K
25,12,248990,58,6,9,41,11,5,6,0,0,40,83,<=50K
49,12,144396,16,7,14,10,4,5,20,0,0,38,7,<=50K
32,0,200469,27,10,2,49,42,17,20,3887,0,40,7,<=50K
25,45,55636,13,9,2,15,4,38,6,0,0,40,7,<=50K
39,12,185624,27,10,9,41,11,5,6,0,0,50,7,<=50K
27,47,125442,27,10,9,10,11,5,6,0,0,50,7,<=50K
43,12,160943,13,9,9,25,11,17,6,0,0,40,7,>50K
30,12,243841,13,9,14,25,57,28,20,0,0,40,48,<=50K
21,12,34616,27,10,2,32,30,5,20,0,0,20,7,<=50K
33,12,235847,53,15,9,10,19,5,20,0,0,40,7,>50K
33,12,174789,27,10,2,3,4,5,6,0,0,50,7,<=50K
33,12,280111,16,7,2,3,42,17,20,0,0,38,7,<=50K
70,12,236055,36,4,63,25,4,5,20,0,0,35,7,<=50K
25,12,237865,27,10,2,25,30,17,6,0,0,42,7,<=50K
17,12,194612,16,7,2,25,30,5,6,0,0,25,7,<=50K
20,12,173851,27,10,2,40,30,5,6,0,0,40,7,<=50K
19,12,372483,27,10,2,25,57,17,6,0,0,35,7,<=50K
71,45,422149,27,10,9,10,11,5,6,20051,0,40,7,>50K
31,12,174201,31,12,9,10,11,5,6,0,0,40,7,<=50K
26,12,272618,1,13,9,32,11,5,6,0,0,55,7,<=50K
52,12,74660,22,14,9,10,11,5,6,0,0,40,7,<=50K
26,12,201481,1,13,2,10,4,5,20,0,0,40,7,<=50K
38,12,175232,13,9,14,41,4,5,6,0,0,45,7,<=50K
25,12,336440,27,10,2,25,4,5,6,0,0,40,7,<=50K
22,12,46645,1,13,2,18,4,5,20,0,0,9,7,<=50K
48,0,31141,27,10,9,49,11,5,6,0,1902,40,7,>50K
53,12,281425,13,9,9,34,11,5,6,0,0,40,7,>50K
30,8,31510,31,12,14,34,4,5,6,0,0,50,7,<=50K
44,12,310255,27,10,9,34,11,5,6,0,0,60,7,>50K
32,45,82393,1,13,9,18,11,28,6,0,0,56,7,>50K
59,8,190514,16,7,9,34,11,5,6,0,0,20,7,<=50K
49,12,165513,27,10,14,15,42,17,20,0,0,40,7,<=50K
65,35,178931,13,9,9,35,11,38,6,3818,0,40,7,<=50K
31,12,226696,13,9,2,34,4,5,6,0,0,50,7,>50K
53,12,195813,56,3,9,34,11,52,6,5178,0,40,50,>50K
44,12,165815,23,5,2,41,4,5,6,0,0,40,7,<=50K
36,12,123983,1,13,9,18,11,28,6,0,0,55,85,>50K
36,12,235371,13,9,2,32,4,5,20,0,0,40,7,<=50K
37,12,147258,23,5,9,41,11,5,6,0,0,50,7,>50K
63,35,222289,1,13,9,35,11,5,6,7688,0,54,7,>50K
67,55,171564,13,9,9,18,19,5,20,20051,0,30,59,>50K
29,12,255949,1,13,2,32,42,17,6,0,0,40,7,<=50K
52,12,186272,13,9,14,32,4,5,6,0,0,40,7,<=50K
37,12,282872,13,9,9,34,11,5,6,0,1628,40,7,<=50K
21,12,111676,27,10,2,25,4,5,20,0,0,40,7,<=50K
36,12,199501,27,10,14,10,42,17,20,0,0,38,7,<=50K
24,12,151443,13,9,2,41,57,17,20,0,0,30,7,<=50K
31,12,145935,13,9,2,10,30,17,6,0,0,40,7,<=50K
54,45,230387,13,9,63,3,42,5,20,0,0,35,7,<=50K
44,12,127592,1,13,9,46,11,5,6,0,0,40,7,<=50K
18,12,210828,27,10,2,15,30,52,6,0,0,30,7,<=50K
41,12,297186,13,9,9,37,19,5,20,0,0,40,7,<=50K
37,55,116554,22,14,14,10,4,5,20,0,0,70,7,<=50K
30,12,144593,13,9,2,25,4,17,6,0,0,40,35,<=50K
26,0,147719,1,13,2,18,4,28,6,0,0,20,29,<=50K
68,8,89011,43,16,9,18,11,5,6,0,0,50,60,<=50K
31,12,38158,27,10,9,32,11,5,6,0,0,40,7,<=50K
48,12,178686,13,9,14,34,4,5,6,0,0,40,7,<=50K
80,35,172826,13,9,9,35,11,5,6,0,0,8,7,<=50K
26,12,155752,27,10,9,41,11,17,6,0,0,40,7,<=50K
63,12,100099,23,5,9,37,11,5,6,0,0,40,7,<=50K
19,12,231688,27,10,2,41,30,5,6,0,0,20,7,<=50K
30,35,147215,27,10,2,35,30,5,20,0,0,30,7,<=50K
42,55,50122,13,9,9,32,11,5,6,0,0,60,7,<=50K
64,45,86837,31,12,9,25,11,28,6,0,0,40,7,>50K
32,12,113364,1,13,2,37,4,5,6,0,0,40,7,<=50K
50,12,289390,13,9,9,34,11,5,6,0,0,47,7,<=50K
73,12,77884,13,9,9,40,11,28,6,0,0,40,64,<=50K
32,12,390157,1,13,2,18,4,17,20,0,0,40,7,<=50K
53,12,89587,27,10,9,37,11,5,6,7298,0,45,7,>50K
58,12,234328,1,13,14,32,4,5,6,0,0,40,7,<=50K
37,47,365430,27,10,9,34,11,5,6,5178,0,40,7,>50K
24,12,410439,27,10,2,34,30,5,6,0,0,15,7,<=50K
53,12,129525,1,13,9,10,11,5,6,0,0,50,7,>50K
23,12,166527,27,10,2,10,30,52,20,0,0,40,7,<=50K
42,35,109912,31,12,2,35,57,5,20,0,0,40,7,<=50K
30,12,210906,13,9,9,10,57,5,20,0,0,40,7,<=50K
38,12,405284,1,13,2,25,30,5,20,0,0,35,7,<=50K
28,12,138269,13,9,2,34,4,5,6,0,0,40,7,<=50K
19,12,25429,77,8,2,25,30,5,20,0,0,20,7,<=50K
45,12,231672,13,9,9,41,11,17,6,0,0,40,7,<=50K
26,12,258550,1,13,2,3,30,5,6,0,0,40,7,<=50K
33,12,268147,23,5,2,32,42,5,20,0,0,40,7,<=50K
29,12,54411,13,9,2,40,4,5,6,0,0,50,35,<=50K
54,12,37289,22,14,9,10,19,5,20,0,0,55,7,>50K
23,12,157951,27,10,2,10,4,5,20,0,0,50,7,<=50K
43,55,225165,13,9,9,32,11,5,6,0,0,55,7,>50K
37,12,238049,23,5,2,82,4,5,20,0,0,30,80,<=50K
31,12,197252,36,4,9,25,11,5,6,0,0,40,39,<=50K
56,55,216636,77,8,9,10,11,5,6,0,1651,40,7,<=50K
25,12,183575,16,7,2,34,30,5,6,0,0,40,7,<=50K
17,12,19752,16,7,2,25,30,17,20,0,0,25,7,<=50K
37,12,103925,13,9,63,3,42,5,20,0,0,68,7,<=50K
60,12,31577,33,11,9,46,11,5,6,0,0,40,7,<=50K
59,45,61298,1,13,24,10,4,5,20,0,0,40,7,<=50K
59,45,190541,13,9,9,34,11,5,6,0,0,40,7,>50K
46,8,366089,53,15,9,18,11,5,6,15024,0,40,7,>50K
28,35,389857,13,9,9,35,57,5,6,0,0,16,7,<=50K
33,35,192644,13,9,2,35,4,5,6,0,0,40,7,<=50K
24,12,216129,13,9,2,34,30,5,6,0,1408,50,7,<=50K
29,12,51944,13,9,9,25,19,5,20,4386,0,40,7,>50K
33,8,67482,33,11,14,25,42,5,20,0,0,99,7,<=50K
29,35,108775,13,9,9,35,11,5,6,0,0,40,78,<=50K
23,0,279243,27,10,2,49,4,5,6,0,0,40,7,<=50K
20,12,278391,27,10,2,3,30,5,6,0,0,25,93,<=50K
60,12,349898,13,9,63,25,4,5,20,0,0,44,7,<=50K
44,12,219441,58,6,2,32,42,52,20,0,0,35,78,<=50K
18,12,173255,13,9,2,37,30,5,6,1055,0,25,7,<=50K
52,45,29623,77,8,2,25,42,17,20,0,0,40,7,<=50K
31,12,217460,13,9,14,34,4,5,6,0,0,45,7,<=50K
30,12,163604,1,13,63,18,42,5,20,0,0,55,7,>50K
33,12,163110,13,9,9,15,11,5,6,3781,0,40,7,<=50K
20,12,238685,27,10,2,25,4,5,20,0,0,32,7,<=50K
27,35,251854,1,13,9,35,19,17,20,0,0,35,35,>50K
33,12,213308,33,11,44,3,30,17,20,0,0,50,7,<=50K
25,12,193773,13,9,2,25,4,17,20,0,0,35,7,<=50K
63,12,114011,13,9,44,34,4,5,20,0,0,20,7,<=50K
63,8,52144,27,10,63,10,4,5,6,0,0,35,7,<=50K
43,12,347934,13,9,44,32,4,5,20,0,0,30,7,<=50K
58,12,293399,16,7,63,41,4,5,20,0,0,40,7,<=50K
70,35,118630,33,11,63,35,42,5,20,0,0,35,7,<=50K
35,12,127306,33,11,2,3,30,5,20,14344,0,40,7,>50K
42,12,366180,27,10,9,10,11,5,6,0,0,55,7,>50K
20,47,188950,27,10,2,49,30,5,6,0,0,25,7,<=50K
35,12,189382,13,9,14,34,4,5,6,0,0,40,7,<=50K
62,12,24515,23,5,9,10,11,5,6,0,0,40,7,<=50K
41,12,283116,13,9,14,34,42,5,20,1506,0,50,7,<=50K
43,8,182217,1,13,9,18,19,5,20,0,0,35,7,<=50K
19,12,552354,77,8,2,41,30,5,6,0,0,40,7,<=50K
46,12,163021,13,9,2,3,30,5,20,0,0,40,7,<=50K
47,12,61885,1,13,9,18,11,5,6,15024,0,50,7,>50K
36,8,182898,1,13,9,10,11,5,6,7298,0,40,7,>50K
45,12,183092,31,12,2,3,4,17,20,0,0,40,7,<=50K
48,12,30289,58,6,9,34,11,5,6,0,0,30,7,<=50K
29,12,77572,31,12,2,3,4,28,20,0,0,40,7,<=50K
48,0,118330,1,13,9,10,11,5,6,5178,0,40,7,>50K
36,12,469056,13,9,14,32,42,17,20,0,0,25,7,<=50K
58,12,145574,16,7,9,34,11,5,6,0,0,40,7,<=50K
43,12,302041,13,9,2,3,4,17,20,0,0,40,7,<=50K
59,12,32552,1,13,9,34,11,5,6,0,0,4,7,<=50K
42,12,185413,1,13,9,10,11,5,6,0,0,40,7,<=50K
33,45,26543,33,11,9,46,11,5,6,0,0,40,7,>50K
23,45,163870,27,10,2,79,57,5,6,0,0,40,7,<=50K
21,12,240063,27,10,2,15,30,5,6,0,0,25,7,<=50K
48,12,208748,56,3,14,41,42,52,20,0,0,40,78,<=50K
32,47,84119,13,9,9,34,11,5,6,0,0,40,7,<=50K
31,12,84130,27,10,9,3,11,5,6,0,0,50,7,>50K
66,47,261062,22,14,63,18,4,5,20,0,0,40,7,<=50K
23,47,336010,1,13,2,3,4,5,6,0,0,32,7,<=50K
52,12,389270,27,10,9,3,19,5,20,0,0,35,7,>50K
17,12,138293,16,7,2,15,30,5,6,0,0,15,7,<=50K
35,12,240389,27,10,9,32,11,5,6,0,0,43,7,>50K
39,12,190297,43,16,9,18,11,5,6,99999,0,55,7,>50K
21,35,170070,27,10,2,35,4,5,20,0,0,10,7,<=50K
24,12,149457,27,10,2,3,42,5,20,0,0,40,7,<=50K
45,12,81534,13,9,9,25,11,28,6,0,0,84,85,>50K
25,12,378322,13,9,2,34,4,5,6,0,2001,50,7,<=50K
29,45,196912,1,13,2,18,4,17,6,0,0,40,7,<=50K
56,12,116143,1,13,9,3,11,5,6,5178,0,44,7,>50K
34,8,80933,13,9,14,40,4,5,6,0,0,40,7,<=50K
64,47,190660,13,9,14,34,4,5,6,0,0,40,7,>50K
27,12,120155,13,9,9,3,11,5,6,0,0,39,7,<=50K
47,12,167159,13,9,14,41,4,5,6,4650,0,40,7,<=50K
36,12,58343,1,13,9,46,11,5,6,3103,0,42,7,>50K
44,45,161240,13,9,14,41,4,5,6,0,0,40,7,<=50K
31,12,126402,13,9,2,40,4,17,20,0,0,60,7,<=50K
